College,Branch,Category,Closing_Rank
SR Engineering College,MTECH-EEE,BC-D,1357
SR Engineering College,MTECH-EEE,SC,1399
SR Engineering College,MTECH-EEE,ST,1706
SR Engineering College,MTECH-MECH,OC,1185
SR Engineering College,MTECH-MECH,BC-A,1480
SR Engineering College,MTECH-MECH,BC-B,1239
SR Engineering College,MTECH-MECH,BC-C,1215
SR Engineering College,MTECH-MECH,BC-D,1462
SR Engineering College,MTECH-MECH,SC,1518
SR Engineering College,MTECH-MECH,ST,1321
SR Engineering College,MTECH-CIVIL,OC,1482
SR Engineering College,MTECH-CIVIL,BC-A,1545
SR Engineering College,MTECH-CIVIL,BC-B,1839
SR Engineering College,MTECH-CIVIL,BC-C,1466
SR Engineering College,MTECH-CIVIL,BC-D,1451
SR Engineering College,MTECH-CIVIL,SC,1372
SR Engineering College,MTECH-CIVIL,ST,1816
Vaagdevi Engineering College,MTECH-CSE,OC,1682
Vaagdevi Engineering College,MTECH-CSE,BC-A,1299
Vaagdevi Engineering College,MTECH-CSE,BC-B,1505
Vaagdevi Engineering College,MTECH-CSE,BC-C,1589
Vaagdevi Engineering College,MTECH-CSE,BC-D,1298
Vaagdevi Engineering College,MTECH-CSE,SC,1654
Vaagdevi Engineering College,MTECH-CSE,ST,1344
Vaagdevi Engineering College,MTECH-ECE,OC,1289
Vaagdevi Engineering College,MTECH-ECE,BC-A,1140
Vaagdevi Engineering College,MTECH-ECE,BC-B,1366
Vaagdevi Engineering College,MTECH-ECE,BC-C,1226
Vaagdevi Engineering College,MTECH-ECE,BC-D,1364
Vaagdevi Engineering College,MTECH-ECE,SC,1495
Vaagdevi Engineering College,MTECH-ECE,ST,1169
Vaagdevi Engineering College,MTECH-EEE,OC,1356
Vaagdevi Engineering College,MTECH-EEE,BC-A,1330
Vaagdevi Engineering College,MTECH-EEE,BC-B,1200
Vaagdevi Engineering College,MTECH-EEE,BC-C,1263
Vaagdevi Engineering College,MTECH-EEE,BC-D,1505
Vaagdevi Engineering College,MTECH-EEE,SC,1465
Vaagdevi Engineering College,MTECH-EEE,ST,1533
Vaagdevi Engineering College,MTECH-MECH,OC,1369
Vaagdevi Engineering College,MTECH-MECH,BC-A,1133
Vaagdevi Engineering College,MTECH-MECH,BC-B,1120
Vaagdevi Engineering College,MTECH-MECH,BC-C,1311
Vaagdevi Engineering College,MTECH-MECH,BC-D,1321
Vaagdevi Engineering College,MTECH-MECH,SC,1274
Vaagdevi Engineering College,MTECH-MECH,ST,1476
Vaagdevi Engineering College,MTECH-CIVIL,OC,1106
Vaagdevi Engineering College,MTECH-CIVIL,BC-A,1295
Vaagdevi Engineering College,MTECH-CIVIL,BC-B,1385
Vaagdevi Engineering College,MTECH-CIVIL,BC-C,1211
Vaagdevi Engineering College,MTECH-CIVIL,BC-D,1287
Vaagdevi Engineering College,MTECH-CIVIL,SC,1378
Vaagdevi Engineering College,MTECH-CIVIL,ST,1239
Geethanjali College of Engineering,MTECH-CSE,OC,1403
Geethanjali College of Engineering,MTECH-CSE,BC-A,1419
Geethanjali College of Engineering,MTECH-CSE,BC-B,1524
Geethanjali College of Engineering,MTECH-CSE,BC-C,1431
Geethanjali College of Engineering,MTECH-CSE,BC-D,1437
Geethanjali College of Engineering,MTECH-CSE,SC,1472
Geethanjali College of Engineering,MTECH-CSE,ST,1467
Geethanjali College of Engineering,MTECH-ECE,OC,1410
Geethanjali College of Engineering,MTECH-ECE,BC-A,1179
Geethanjali College of Engineering,MTECH-ECE,BC-B,1236
Geethanjali College of Engineering,MTECH-ECE,BC-C,1230
Geethanjali College of Engineering,MTECH-ECE,BC-D,1429
Geethanjali College of Engineering,MTECH-ECE,SC,1470
Geethanjali College of Engineering,MTECH-ECE,ST,1172
Geethanjali College of Engineering,MTECH-EEE,OC,1644
Geethanjali College of Engineering,MTECH-EEE,BC-A,1636
Geethanjali College of Engineering,MTECH-EEE,BC-B,1371
Geethanjali College of Engineering,MTECH-EEE,BC-C,1531
Geethanjali College of Engineering,MTECH-EEE,BC-D,1507
Geethanjali College of Engineering,MTECH-EEE,SC,1663
Geethanjali College of Engineering,MTECH-EEE,ST,1447
Geethanjali College of Engineering,MTECH-MECH,OC,1301
Geethanjali College of Engineering,MTECH-MECH,BC-A,1300
Geethanjali College of Engineering,MTECH-MECH,BC-B,1523
Geethanjali College of Engineering,MTECH-MECH,BC-C,1455
Geethanjali College of Engineering,MTECH-MECH,BC-D,1505
Geethanjali College of Engineering,MTECH-MECH,SC,1263
Geethanjali College of Engineering,MTECH-MECH,ST,1296
Geethanjali College of Engineering,MTECH-CIVIL,OC,1324
Geethanjali College of Engineering,MTECH-CIVIL,BC-A,1535
Geethanjali College of Engineering,MTECH-CIVIL,BC-B,1426
Geethanjali College of Engineering,MTECH-CIVIL,BC-C,1238
Geethanjali College of Engineering,MTECH-CIVIL,BC-D,1289
Geethanjali College of Engineering,MTECH-CIVIL,SC,1085
Geethanjali College of Engineering,MTECH-CIVIL,ST,1128
MLR Institute of Technology,MTECH-CSE,OC,1444
MLR Institute of Technology,MTECH-CSE,BC-A,1296
MLR Institute of Technology,MTECH-CSE,BC-B,1277
MLR Institute of Technology,MTECH-CSE,BC-C,1446
MLR Institute of Technology,MTECH-CSE,BC-D,1259
MLR Institute of Technology,MTECH-CSE,SC,1560
MLR Institute of Technology,MTECH-CSE,ST,1567
MLR Institute of Technology,MTECH-ECE,OC,1388
MLR Institute of Technology,MTECH-ECE,BC-A,1781
MLR Institute of Technology,MTECH-ECE,BC-B,1777
MLR Institute of Technology,MTECH-ECE,BC-C,1613
MLR Institute of Technology,MTECH-ECE,BC-D,1327
MLR Institute of Technology,MTECH-ECE,SC,1451
MLR Institute of Technology,MTECH-ECE,ST,1543
MLR Institute of Technology,MTECH-EEE,OC,1425
MLR Institute of Technology,MTECH-EEE,BC-A,1550
MLR Institute of Technology,MTECH-EEE,BC-B,1446
MLR Institute of Technology,MTECH-EEE,BC-C,1894
MLR Institute of Technology,MTECH-EEE,BC-D,1486
MLR Institute of Technology,MTECH-EEE,SC,1825
MLR Institute of Technology,MTECH-EEE,ST,1605
MLR Institute of Technology,MTECH-MECH,OC,1715
MLR Institute of Technology,MTECH-MECH,BC-A,1619
MLR Institute of Technology,MTECH-MECH,BC-B,1853
MLR Institute of Technology,MTECH-MECH,BC-C,1523
MLR Institute of Technology,MTECH-MECH,BC-D,1832
MLR Institute of Technology,MTECH-MECH,SC,1732
MLR Institute of Technology,MTECH-MECH,ST,1683
MLR Institute of Technology,MTECH-CIVIL,OC,1307
MLR Institute of Technology,MTECH-CIVIL,BC-A,1737
MLR Institute of Technology,MTECH-CIVIL,BC-B,1389
MLR Institute of Technology,MTECH-CIVIL,BC-C,1342
MLR Institute of Technology,MTECH-CIVIL,BC-D,1642
MLR Institute of Technology,MTECH-CIVIL,SC,1736
MLR Institute of Technology,MTECH-CIVIL,ST,1402
Guru Nanak Engineering College,MTECH-CSE,OC,1531
Guru Nanak Engineering College,MTECH-CSE,BC-A,1775
Guru Nanak Engineering College,MTECH-CSE,BC-B,1485
Guru Nanak Engineering College,MTECH-CSE,BC-C,1783
Guru Nanak Engineering College,MTECH-CSE,BC-D,1688
Guru Nanak Engineering College,MTECH-CSE,SC,1848
Guru Nanak Engineering College,MTECH-CSE,ST,1738
Guru Nanak Engineering College,MTECH-ECE,OC,1705
Guru Nanak Engineering College,MTECH-ECE,BC-A,1895
Guru Nanak Engineering College,MTECH-ECE,BC-B,1936
Guru Nanak Engineering College,MTECH-ECE,BC-C,1930
Guru Nanak Engineering College,MTECH-ECE,BC-D,1547
Guru Nanak Engineering College,MTECH-ECE,SC,1464
Guru Nanak Engineering College,MTECH-ECE,ST,1932
Guru Nanak Engineering College,MTECH-EEE,OC,1341
Guru Nanak Engineering College,MTECH-EEE,BC-A,1717
Guru Nanak Engineering College,MTECH-EEE,BC-B,1317
Guru Nanak Engineering College,MTECH-EEE,BC-C,1509
Guru Nanak Engineering College,MTECH-EEE,BC-D,1390
Guru Nanak Engineering College,MTECH-EEE,SC,1358
Guru Nanak Engineering College,MTECH-EEE,ST,1335
Guru Nanak Engineering College,MTECH-MECH,OC,1440
Guru Nanak Engineering College,MTECH-MECH,BC-A,1395
Guru Nanak Engineering College,MTECH-MECH,BC-B,1512
Guru Nanak Engineering College,MTECH-MECH,BC-C,1700
Guru Nanak Engineering College,MTECH-MECH,BC-D,1464
Guru Nanak Engineering College,MTECH-MECH,SC,1405
Guru Nanak Engineering College,MTECH-MECH,ST,1554
Guru Nanak Engineering College,MTECH-CIVIL,OC,1592
Guru Nanak Engineering College,MTECH-CIVIL,BC-A,1368
Guru Nanak Engineering College,MTECH-CIVIL,BC-B,1386
Guru Nanak Engineering College,MTECH-CIVIL,BC-C,1635
Guru Nanak Engineering College,MTECH-CIVIL,BC-D,1522
Guru Nanak Engineering College,MTECH-CIVIL,SC,1280
Guru Nanak Engineering College,MTECH-CIVIL,ST,1637
Methodist College of Engineering,MTECH-CSE,OC,1577
Methodist College of Engineering,MTECH-CSE,BC-A,1473
Methodist College of Engineering,MTECH-CSE,BC-B,1740
Methodist College of Engineering,MTECH-CSE,BC-C,1593
Methodist College of Engineering,MTECH-CSE,BC-D,1581
Methodist College of Engineering,MTECH-CSE,SC,1520
Methodist College of Engineering,MTECH-CSE,ST,1429
Methodist College of Engineering,MTECH-ECE,OC,1982
Methodist College of Engineering,MTECH-ECE,BC-A,1866
Methodist College of Engineering,MTECH-ECE,BC-B,1797
Methodist College of Engineering,MTECH-ECE,BC-C,1788
Methodist College of Engineering,MTECH-ECE,BC-D,1694
Methodist College of Engineering,MTECH-ECE,SC,1952
Methodist College of Engineering,MTECH-ECE,ST,1960
Methodist College of Engineering,MTECH-EEE,OC,1568
Methodist College of Engineering,MTECH-EEE,BC-A,1888
Methodist College of Engineering,MTECH-EEE,BC-B,1777
Methodist College of Engineering,MTECH-EEE,BC-C,1855
Methodist College of Engineering,MTECH-EEE,BC-D,1625
Methodist College of Engineering,MTECH-EEE,SC,1818
Methodist College of Engineering,MTECH-EEE,ST,1440
Methodist College of Engineering,MTECH-MECH,OC,1606
Methodist College of Engineering,MTECH-MECH,BC-A,1626
Methodist College of Engineering,MTECH-MECH,BC-B,1850
Methodist College of Engineering,MTECH-MECH,BC-C,1657
Methodist College of Engineering,MTECH-MECH,BC-D,1456
Methodist College of Engineering,MTECH-MECH,SC,1808
Methodist College of Engineering,MTECH-MECH,ST,1793
Methodist College of Engineering,MTECH-CIVIL,OC,1623
Methodist College of Engineering,MTECH-CIVIL,BC-A,1733
Methodist College of Engineering,MTECH-CIVIL,BC-B,1621
Methodist College of Engineering,MTECH-CIVIL,BC-C,1572
Methodist College of Engineering,MTECH-CIVIL,BC-D,1879
Methodist College of Engineering,MTECH-CIVIL,SC,1811
Methodist College of Engineering,MTECH-CIVIL,ST,1577
St. Martins Engineering College,MTECH-CSE,OC,1366
St. Martins Engineering College,MTECH-CSE,BC-A,1287
St. Martins Engineering College,MTECH-CSE,BC-B,1111
St. Martins Engineering College,MTECH-CSE,BC-C,1261
St. Martins Engineering College,MTECH-CSE,BC-D,1365
St. Martins Engineering College,MTECH-CSE,SC,1144
St. Martins Engineering College,MTECH-CSE,ST,972
St. Martins Engineering College,MTECH-ECE,OC,1093
St. Martins Engineering College,MTECH-ECE,BC-A,1509
St. Martins Engineering College,MTECH-ECE,BC-B,1546
St. Martins Engineering College,MTECH-ECE,BC-C,1496
St. Martins Engineering College,MTECH-ECE,BC-D,1368
St. Martins Engineering College,MTECH-ECE,SC,1111
St. Martins Engineering College,MTECH-ECE,ST,1425
St. Martins Engineering College,MTECH-EEE,OC,1297
St. Martins Engineering College,MTECH-EEE,BC-A,1172
St. Martins Engineering College,MTECH-EEE,BC-B,1175
St. Martins Engineering College,MTECH-EEE,BC-C,1051
St. Martins Engineering College,MTECH-EEE,BC-D,857
St. Martins Engineering College,MTECH-EEE,SC,938
St. Martins Engineering College,MTECH-EEE,ST,950
St. Martins Engineering College,MTECH-MECH,OC,1383
St. Martins Engineering College,MTECH-MECH,BC-A,1244
St. Martins Engineering College,MTECH-MECH,BC-B,1187
St. Martins Engineering College,MTECH-MECH,BC-C,1163
St. Martins Engineering College,MTECH-MECH,BC-D,1263
St. Martins Engineering College,MTECH-MECH,SC,1063
St. Martins Engineering College,MTECH-MECH,ST,917
St. Martins Engineering College,MTECH-CIVIL,OC,1529
St. Martins Engineering College,MTECH-CIVIL,BC-A,1260
St. Martins Engineering College,MTECH-CIVIL,BC-B,1551
St. Martins Engineering College,MTECH-CIVIL,BC-C,1241
St. Martins Engineering College,MTECH-CIVIL,BC-D,1475
St. Martins Engineering College,MTECH-CIVIL,SC,1589
St. Martins Engineering College,MTECH-CIVIL,ST,1463
Princeton College of Engineering,MTECH-CSE,OC,1417
Princeton College of Engineering,MTECH-CSE,BC-A,1246
Princeton College of Engineering,MTECH-CSE,BC-B,1426
Princeton College of Engineering,MTECH-CSE,BC-C,1360
Princeton College of Engineering,MTECH-CSE,BC-D,1495
Princeton College of Engineering,MTECH-CSE,SC,1401
Princeton College of Engineering,MTECH-CSE,ST,1304
Princeton College of Engineering,MTECH-ECE,OC,980
Princeton College of Engineering,MTECH-ECE,BC-A,1250
Princeton College of Engineering,MTECH-ECE,BC-B,1365
Princeton College of Engineering,MTECH-ECE,BC-C,1313
Princeton College of Engineering,MTECH-ECE,BC-D,1128
Princeton College of Engineering,MTECH-ECE,SC,1037
Princeton College of Engineering,MTECH-ECE,ST,1015
Princeton College of Engineering,MTECH-EEE,OC,1500
Princeton College of Engineering,MTECH-EEE,BC-A,1269
Princeton College of Engineering,MTECH-EEE,BC-B,1152
Princeton College of Engineering,MTECH-EEE,BC-C,1011
Princeton College of Engineering,MTECH-EEE,BC-D,1501
Princeton College of Engineering,MTECH-EEE,SC,1093
Princeton College of Engineering,MTECH-EEE,ST,1265
Princeton College of Engineering,MTECH-MECH,OC,1616
Princeton College of Engineering,MTECH-MECH,BC-A,1411
Princeton College of Engineering,MTECH-MECH,BC-B,1620
Princeton College of Engineering,MTECH-MECH,BC-C,1470
Princeton College of Engineering,MTECH-MECH,BC-D,1228
Princeton College of Engineering,MTECH-MECH,SC,1288
Princeton College of Engineering,MTECH-MECH,ST,1503
Princeton College of Engineering,MTECH-CIVIL,OC,1273
Princeton College of Engineering,MTECH-CIVIL,BC-A,1542
Princeton College of Engineering,MTECH-CIVIL,BC-B,1226
Princeton College of Engineering,MTECH-CIVIL,BC-C,1423
Princeton College of Engineering,MTECH-CIVIL,BC-D,1112
Princeton College of Engineering,MTECH-CIVIL,SC,1542
Princeton College of Engineering,MTECH-CIVIL,ST,1273
Nalla Narasimha Reddy Engineering College,MTECH-CSE,OC,1369
Nalla Narasimha Reddy Engineering College,MTECH-CSE,BC-A,1205
Nalla Narasimha Reddy Engineering College,MTECH-CSE,BC-B,1158
Nalla Narasimha Reddy Engineering College,MTECH-CSE,BC-C,1386
Nalla Narasimha Reddy Engineering College,MTECH-CSE,BC-D,1451
Nalla Narasimha Reddy Engineering College,MTECH-CSE,SC,1322
Nalla Narasimha Reddy Engineering College,MTECH-CSE,ST,1469
Nalla Narasimha Reddy Engineering College,MTECH-ECE,OC,1096
Nalla Narasimha Reddy Engineering College,MTECH-ECE,BC-A,1305
Nalla Narasimha Reddy Engineering College,MTECH-ECE,BC-B,1246
Nalla Narasimha Reddy Engineering College,MTECH-ECE,BC-C,1317
Nalla Narasimha Reddy Engineering College,MTECH-ECE,BC-D,1452
Nalla Narasimha Reddy Engineering College,MTECH-ECE,SC,1312
Nalla Narasimha Reddy Engineering College,MTECH-ECE,ST,1107
Nalla Narasimha Reddy Engineering College,MTECH-EEE,OC,921
Nalla Narasimha Reddy Engineering College,MTECH-EEE,BC-A,1021
Nalla Narasimha Reddy Engineering College,MTECH-EEE,BC-B,1170
Nalla Narasimha Reddy Engineering College,MTECH-EEE,BC-C,1115
Nalla Narasimha Reddy Engineering College,MTECH-EEE,BC-D,926
Nalla Narasimha Reddy Engineering College,MTECH-EEE,SC,1353
Nalla Narasimha Reddy Engineering College,MTECH-EEE,ST,1116
Nalla Narasimha Reddy Engineering College,MTECH-MECH,OC,1151
Nalla Narasimha Reddy Engineering College,MTECH-MECH,BC-A,1024
Nalla Narasimha Reddy Engineering College,MTECH-MECH,BC-B,1366
Nalla Narasimha Reddy Engineering College,MTECH-MECH,BC-C,1199
Nalla Narasimha Reddy Engineering College,MTECH-MECH,BC-D,975
Nalla Narasimha Reddy Engineering College,MTECH-MECH,SC,1307
Nalla Narasimha Reddy Engineering College,MTECH-MECH,ST,1229
Nalla Narasimha Reddy Engineering College,MTECH-CIVIL,OC,1249
Nalla Narasimha Reddy Engineering College,MTECH-CIVIL,BC-A,1206
Nalla Narasimha Reddy Engineering College,MTECH-CIVIL,BC-B,1277
Nalla Narasimha Reddy Engineering College,MTECH-CIVIL,BC-C,1258
Nalla Narasimha Reddy Engineering College,MTECH-CIVIL,BC-D,1315
Nalla Narasimha Reddy Engineering College,MTECH-CIVIL,SC,1207
Nalla Narasimha Reddy Engineering College,MTECH-CIVIL,ST,1141
Indur Institute of Engineering,MTECH-CSE,OC,1098
Indur Institute of Engineering,MTECH-CSE,BC-A,1125
Indur Institute of Engineering,MTECH-CSE,BC-B,1139
Indur Institute of Engineering,MTECH-CSE,BC-C,913
Indur Institute of Engineering,MTECH-CSE,BC-D,949
Indur Institute of Engineering,MTECH-CSE,SC,844
Indur Institute of Engineering,MTECH-CSE,ST,713
Indur Institute of Engineering,MTECH-ECE,OC,854
Indur Institute of Engineering,MTECH-ECE,BC-A,618
Indur Institute of Engineering,MTECH-ECE,BC-B,729
Indur Institute of Engineering,MTECH-ECE,BC-C,786
Indur Institute of Engineering,MTECH-ECE,BC-D,674
Indur Institute of Engineering,MTECH-ECE,SC,917
Indur Institute of Engineering,MTECH-ECE,ST,933
Indur Institute of Engineering,MTECH-EEE,OC,710
Indur Institute of Engineering,MTECH-EEE,BC-A,702
Indur Institute of Engineering,MTECH-EEE,BC-B,542
Indur Institute of Engineering,MTECH-EEE,BC-C,784
Indur Institute of Engineering,MTECH-EEE,BC-D,957
Indur Institute of Engineering,MTECH-EEE,SC,880
Indur Institute of Engineering,MTECH-EEE,ST,526
Indur Institute of Engineering,MTECH-MECH,OC,567
Indur Institute of Engineering,MTECH-MECH,BC-A,815
Indur Institute of Engineering,MTECH-MECH,BC-B,621
Indur Institute of Engineering,MTECH-MECH,BC-C,893
Indur Institute of Engineering,MTECH-MECH,BC-D,701
Indur Institute of Engineering,MTECH-MECH,SC,574
Indur Institute of Engineering,MTECH-MECH,ST,708
Indur Institute of Engineering,MTECH-CIVIL,OC,1016
Indur Institute of Engineering,MTECH-CIVIL,BC-A,915
Indur Institute of Engineering,MTECH-CIVIL,BC-B,1121
Indur Institute of Engineering,MTECH-CIVIL,BC-C,792
Indur Institute of Engineering,MTECH-CIVIL,BC-D,1115
Indur Institute of Engineering,MTECH-CIVIL,SC,1047
Indur Institute of Engineering,MTECH-CIVIL,ST,1180
AVN Institute of Engineering,MTECH-CSE,OC,1328
AVN Institute of Engineering,MTECH-CSE,BC-A,1176
AVN Institute of Engineering,MTECH-CSE,BC-B,1135
AVN Institute of Engineering,MTECH-CSE,BC-C,1198
AVN Institute of Engineering,MTECH-CSE,BC-D,938
AVN Institute of Engineering,MTECH-CSE,SC,1107
AVN Institute of Engineering,MTECH-CSE,ST,1087
AVN Institute of Engineering,MTECH-ECE,OC,938
AVN Institute of Engineering,MTECH-ECE,BC-A,790
AVN Institute of Engineering,MTECH-ECE,BC-B,1172
AVN Institute of Engineering,MTECH-ECE,BC-C,1197
AVN Institute of Engineering,MTECH-ECE,BC-D,962
AVN Institute of Engineering,MTECH-ECE,SC,833
AVN Institute of Engineering,MTECH-ECE,ST,902
AVN Institute of Engineering,MTECH-EEE,OC,867
AVN Institute of Engineering,MTECH-EEE,BC-A,1110
AVN Institute of Engineering,MTECH-EEE,BC-B,1212
AVN Institute of Engineering,MTECH-EEE,BC-C,1071
AVN Institute of Engineering,MTECH-EEE,BC-D,937
AVN Institute of Engineering,MTECH-EEE,SC,806
AVN Institute of Engineering,MTECH-EEE,ST,775
AVN Institute of Engineering,MTECH-MECH,OC,1099
AVN Institute of Engineering,MTECH-MECH,BC-A,1139
AVN Institute of Engineering,MTECH-MECH,BC-B,1180
AVN Institute of Engineering,MTECH-MECH,BC-C,1373
AVN Institute of Engineering,MTECH-MECH,BC-D,1317
AVN Institute of Engineering,MTECH-MECH,SC,1417
AVN Institute of Engineering,MTECH-MECH,ST,1009
AVN Institute of Engineering,MTECH-CIVIL,OC,1078
AVN Institute of Engineering,MTECH-CIVIL,BC-A,976
AVN Institute of Engineering,MTECH-CIVIL,BC-B,1265
AVN Institute of Engineering,MTECH-CIVIL,BC-C,902
AVN Institute of Engineering,MTECH-CIVIL,BC-D,1225
AVN Institute of Engineering,MTECH-CIVIL,SC,948
AVN Institute of Engineering,MTECH-CIVIL,ST,1183
Brilliant Institute of Engineering,MTECH-CSE,OC,508
Brilliant Institute of Engineering,MTECH-CSE,BC-A,568
Brilliant Institute of Engineering,MTECH-CSE,BC-B,521
Brilliant Institute of Engineering,MTECH-CSE,BC-C,696
Brilliant Institute of Engineering,MTECH-CSE,BC-D,381
Brilliant Institute of Engineering,MTECH-CSE,SC,325
Brilliant Institute of Engineering,MTECH-CSE,ST,217
Brilliant Institute of Engineering,MTECH-ECE,OC,472
Brilliant Institute of Engineering,MTECH-ECE,BC-A,432
Brilliant Institute of Engineering,MTECH-ECE,BC-B,290
Brilliant Institute of Engineering,MTECH-ECE,BC-C,258
Brilliant Institute of Engineering,MTECH-ECE,BC-D,521
Brilliant Institute of Engineering,MTECH-ECE,SC,549
Brilliant Institute of Engineering,MTECH-ECE,ST,574
Brilliant Institute of Engineering,MTECH-EEE,OC,585
Brilliant Institute of Engineering,MTECH-EEE,BC-A,628
Brilliant Institute of Engineering,MTECH-EEE,BC-B,598
Brilliant Institute of Engineering,MTECH-EEE,BC-C,503
Brilliant Institute of Engineering,MTECH-EEE,BC-D,445
Brilliant Institute of Engineering,MTECH-EEE,SC,560
Brilliant Institute of Engineering,MTECH-EEE,ST,341
Brilliant Institute of Engineering,MTECH-MECH,OC,720
Brilliant Institute of Engineering,MTECH-MECH,BC-A,812
Brilliant Institute of Engineering,MTECH-MECH,BC-B,840
Brilliant Institute of Engineering,MTECH-MECH,BC-C,569
Brilliant Institute of Engineering,MTECH-MECH,BC-D,594
Brilliant Institute of Engineering,MTECH-MECH,SC,641
Brilliant Institute of Engineering,MTECH-MECH,ST,553
Brilliant Institute of Engineering,MTECH-CIVIL,OC,381
Brilliant Institute of Engineering,MTECH-CIVIL,BC-A,514
Brilliant Institute of Engineering,MTECH-CIVIL,BC-B,445
Brilliant Institute of Engineering,MTECH-CIVIL,BC-C,486
Brilliant Institute of Engineering,MTECH-CIVIL,BC-D,291
Brilliant Institute of Engineering,MTECH-CIVIL,SC,176
Brilliant Institute of Engineering,MTECH-CIVIL,ST,141
TKR College of Engineering,MTECH-CSE,OC,1113
TKR College of Engineering,MTECH-CSE,BC-A,1557
TKR College of Engineering,MTECH-CSE,BC-B,1210
TKR College of Engineering,MTECH-CSE,BC-C,1189
TKR College of Engineering,MTECH-CSE,BC-D,1500
TKR College of Engineering,MTECH-CSE,SC,1147
TKR College of Engineering,MTECH-CSE,ST,1369
TKR College of Engineering,MTECH-ECE,OC,1299
TKR College of Engineering,MTECH-ECE,BC-A,1386
TKR College of Engineering,MTECH-ECE,BC-B,1636
TKR College of Engineering,MTECH-ECE,BC-C,1486
TKR College of Engineering,MTECH-ECE,BC-D,1596
TKR College of Engineering,MTECH-ECE,SC,1365
TKR College of Engineering,MTECH-ECE,ST,1325
TKR College of Engineering,MTECH-EEE,OC,1639
TKR College of Engineering,MTECH-EEE,BC-A,1649
TKR College of Engineering,MTECH-EEE,BC-B,1328
TKR College of Engineering,MTECH-EEE,BC-C,1225
TKR College of Engineering,MTECH-EEE,BC-D,1185
TKR College of Engineering,MTECH-EEE,SC,1394
TKR College of Engineering,MTECH-EEE,ST,1543
TKR College of Engineering,MTECH-MECH,OC,1183
TKR College of Engineering,MTECH-MECH,BC-A,1297
TKR College of Engineering,MTECH-MECH,BC-B,1177
TKR College of Engineering,MTECH-MECH,BC-C,1229
TKR College of Engineering,MTECH-MECH,BC-D,1157
TKR College of Engineering,MTECH-MECH,SC,1089
TKR College of Engineering,MTECH-MECH,ST,1324
TKR College of Engineering,MTECH-CIVIL,OC,1409
TKR College of Engineering,MTECH-CIVIL,BC-A,1477
TKR College of Engineering,MTECH-CIVIL,BC-B,1136
TKR College of Engineering,MTECH-CIVIL,BC-C,1199
TKR College of Engineering,MTECH-CIVIL,BC-D,1481
TKR College of Engineering,MTECH-CIVIL,SC,1402
TKR College of Engineering,MTECH-CIVIL,ST,1326
Sreenidhi Institute of Science and Technology,MTECH-CSE,OC,781
Sreenidhi Institute of Science and Technology,MTECH-CSE,BC-A,792
Sreenidhi Institute of Science and Technology,MTECH-CSE,BC-B,860
Sreenidhi Institute of Science and Technology,MTECH-CSE,BC-C,488
Sreenidhi Institute of Science and Technology,MTECH-CSE,BC-D,603
Sreenidhi Institute of Science and Technology,MTECH-CSE,SC,851
Sreenidhi Institute of Science and Technology,MTECH-CSE,ST,468
Sreenidhi Institute of Science and Technology,MTECH-ECE,OC,515
Sreenidhi Institute of Science and Technology,MTECH-ECE,BC-A,655
Sreenidhi Institute of Science and Technology,MTECH-ECE,BC-B,576
Sreenidhi Institute of Science and Technology,MTECH-ECE,BC-C,625
Sreenidhi Institute of Science and Technology,MTECH-ECE,BC-D,634
Sreenidhi Institute of Science and Technology,MTECH-ECE,SC,792
Sreenidhi Institute of Science and Technology,MTECH-ECE,ST,817
Sreenidhi Institute of Science and Technology,MTECH-EEE,OC,719
Sreenidhi Institute of Science and Technology,MTECH-EEE,BC-A,958
Sreenidhi Institute of Science and Technology,MTECH-EEE,BC-B,680
Sreenidhi Institute of Science and Technology,MTECH-EEE,BC-C,858
Sreenidhi Institute of Science and Technology,MTECH-EEE,BC-D,536
Sreenidhi Institute of Science and Technology,MTECH-EEE,SC,820
Sreenidhi Institute of Science and Technology,MTECH-EEE,ST,748
Sreenidhi Institute of Science and Technology,MTECH-MECH,OC,1042
Sreenidhi Institute of Science and Technology,MTECH-MECH,BC-A,891
Sreenidhi Institute of Science and Technology,MTECH-MECH,BC-B,856
Sreenidhi Institute of Science and Technology,MTECH-MECH,BC-C,938
Sreenidhi Institute of Science and Technology,MTECH-MECH,BC-D,640
Sreenidhi Institute of Science and Technology,MTECH-MECH,SC,812
Sreenidhi Institute of Science and Technology,MTECH-MECH,ST,912
Sreenidhi Institute of Science and Technology,MTECH-CIVIL,OC,706
Sreenidhi Institute of Science and Technology,MTECH-CIVIL,BC-A,515
Sreenidhi Institute of Science and Technology,MTECH-CIVIL,BC-B,646
Sreenidhi Institute of Science and Technology,MTECH-CIVIL,BC-C,614
Sreenidhi Institute of Science and Technology,MTECH-CIVIL,BC-D,731
Sreenidhi Institute of Science and Technology,MTECH-CIVIL,SC,538
Sreenidhi Institute of Science and Technology,MTECH-CIVIL,ST,870
Balaji Institute of Technology and Science,MTECH-CSE,OC,1946
Balaji Institute of Technology and Science,MTECH-CSE,BC-A,2079
Balaji Institute of Technology and Science,MTECH-CSE,BC-B,1997
Balaji Institute of Technology and Science,MTECH-CSE,BC-C,1941
Balaji Institute of Technology and Science,MTECH-CSE,BC-D,1833
Balaji Institute of Technology and Science,MTECH-CSE,SC,1723
Balaji Institute of Technology and Science,MTECH-CSE,ST,1708
Balaji Institute of Technology and Science,MTECH-ECE,OC,1564
